;ARF;UBF;SSR;FTS;TPAT
SUT1-HARF/OARF;3;2587,810679113493;0,7413793103448276;0,7773208274437275;5451,1728297710515
SUT2-HARF;9;3021,56373209864;0,7172413793103448;0,7777587706184086;3802,8260930928013
SUT2-OARF;8;3314,138310586791;0,7206896551724138;0,7803640818721006;3931,761342133171
